You		2539,5702,64776,2.245766049625837,6.316759332985634
activities.		322,427,875,1.326086956521739,0.2906737116117637
afternoon.		55,55,55,1.0,0.0
again		52,52,52,1.0,0.0
again!		144,185,327,1.2847222222222223,0.11705637929596224
again.		150,150,150,1.0,0.0
agreement.		116,152,256,1.3103448275862069,-0.03279304086613677
all.		60,62,66,1.0333333333333334,-0.0032616487455199294
also.		84,96,122,1.1428571428571428,-0.03528911564625847
amazing		47,47,47,1.0,0.0
amounts:		76,90,122,1.1842105263157894,-0.04679901508156337
annmn:[633kw033kw48I3l01200mnu9WnuCz]		259,330,626,1.274131274131274,0.2735591932503132
anyway.		560,780,2418,1.3928571428571428,1.159948979591837
approved?		44,45,47,1.0227272727272727,-0.0015266299357208357
approves		49,49,49,1.0,0.0
arms		68,75,91,1.1029411764705883,-0.0031459054209921344
arrangements.		60,64,72,1.0666666666666667,-0.012777777777777777
attend.		115,134,204,1.1652173913043478,0.16465649070338295
banks.		75,89,123,1.1866666666666668,-0.026155305867665568
basket.		58,59,61,1.0172413793103448,-8.817186964669155E-4
bd000418.pdf		70,97,169,1.3857142857142857,-0.17793604039553945
bd000419.pdf		133,174,282,1.3082706766917294,-0.09088250831902167
be		169,218,424,1.2899408284023668,0.28100678766098275
bid2001A.xls		194,290,1240,1.4948453608247423,2.0412994161862628
birthday.		86,103,141,1.197674418604651,-0.06549197414503749
blonde		54,55,57,1.0185185185185186,-0.0010163362015216393
both.		71,73,77,1.028169014084507,-0.002337000975561887
boy		52,52,52,1.0,0.0
brag.		1446,2756,53184,1.9059474412171507,15.664897007341018
busy.		52,52,52,1.0,0.0
buy		55,59,67,1.0727272727272728,-0.01515058131390945
car?		49,49,49,1.0,0.0
card.		51,51,51,1.0,0.0
care.		86,93,109,1.0813953488372092,0.002627110265938759
changes.		50,50,50,1.0,0.0
cleanp.doc		80,99,149,1.2375,-0.026355744949495108
concerns.		259,317,461,1.223938223938224,-0.043766100938189556
cool.		59,59,59,1.0,0.0
copy.		69,70,72,1.0144927536231885,-6.241185825308637E-4
correctly		66,70,80,1.0606060606060606,0.017971927062836235
cuiaba4.xls		120,146,218,1.2166666666666666,0.01287290715372924
cuiafixm.doc		119,137,175,1.1512605042016806,-0.04802848576098495
customers.		434,695,1453,1.6013824884792627,-0.47377839239364716
d.n.		809,1132,2574,1.3992583436341162,0.3159276778763169
daily.		67,75,95,1.1194029850746268,0.01360362367268153
dash		99,133,207,1.3434343434343434,-0.24842485767525635
day.		77,82,92,1.0649350649350648,-0.012135473016055442
days.		66,67,69,1.0151515151515151,-6.818524457601338E-4
deal.		352,428,756,1.2159090909090908,0.2879202228315443
decision.		380,502,1000,1.3210526315789475,0.24685181710829784
default.		563,862,2472,1.5310834813499112,0.5235327930910323
defense?		98,110,138,1.1224489795918366,-0.005346257241300778
desk		52,53,55,1.0192307692307692,-0.001095511890141676
desk.		182,262,614,1.4395604395604396,0.27117719123423356
did.		75,81,95,1.08,0.006439506172839504
different.		49,50,52,1.0204081632653061,-0.001232819658475659
eb3209c		41,41,41,1.0,0.0
either		48,49,51,1.0208333333333333,-0.0012843679138319075
else.		220,242,300,1.1,0.02966942148760321
etc.		468,933,9951,1.9935897435897436,6.691194789559246
events.		58,59,61,1.0172413793103448,-8.817186964669155E-4
everything.		78,79,81,1.0128205128205128,-4.889354938040213E-4
exists		185,293,893,1.5837837837837838,0.5394104961893906
filing.		272,447,1633,1.6433823529411764,0.9525382899162431
financially.		66,69,81,1.0454545454545454,0.08093783686669087
financing		119,155,257,1.3025210084033614,-0.03849646120307715
fine		46,46,46,1.0,0.0
fine!!!		44,45,47,1.0227272727272727,-0.0015266299357208357
first.		104,142,280,1.3653846153846154,0.10755583798649893
flat?		83,88,98,1.0602409638554218,-0.010474537800710282
flows.		61,61,61,1.0,0.0
gaby		302,453,1183,1.5,0.36147902869757154
gas.		135,137,141,1.0148148148148148,-6.520280756561192E-4
gda		51,51,51,1.0,0.0
goals.doc		332,433,755,1.3042168674698795,0.042667323346084585
going		48,49,51,1.0208333333333333,-0.0012843679138319075
good		46,46,46,1.0,0.0
greenhouses.		55,56,58,1.018181818181818,-9.799291617469397E-4
hair		52,53,55,1.0192307692307692,-0.001095511890141676
hands.		158,213,487,1.3481012658227849,0.46900795361282666
happen.		207,253,411,1.2222222222222223,0.13067876835992753
have.		254,365,1035,1.437007874015748,0.7706248083729044
help		52,52,52,1.0,0.0
help.		407,485,737,1.1916461916461916,0.09956698280110743
hike.		134,162,260,1.208955223880597,0.14336553825675402
him.		65,66,68,1.0153846153846153,-7.028868567329205E-4
hold-up?		59,60,62,1.0169491525423728,-8.522455233168635E-4
hotel.		77,85,105,1.103896103896104,0.016707509450061053
how		48,48,48,1.0,0.0
in.		48,50,54,1.0416666666666667,-0.005069444444444571
info		427,721,2089,1.6885245901639345,0.046249479562896045
information"		230,335,927,1.4565217391304348,0.6457086025449312
instead.		76,80,88,1.0526315789473684,-0.008033240997229685
interested.		45,45,45,1.0,0.0
it		67,70,76,1.044776119402985,-0.005842853960474681
it.		735,820,1062,1.1156462585034013,0.05045537710687409
jhemmerly@socalgas.com		280,400,1094,1.4285714285714286,0.6941836734693876
job		53,53,53,1.0,0.0
joke		50,50,50,1.0,0.0
kids.		59,61,67,1.0338983050847457,0.02941495048059517
killed.		111,130,184,1.1711711711711712,0.04374270320216267
know		52,53,55,1.0192307692307692,-0.001095511890141676
know.		172,189,235,1.0988372093023255,0.03594303083892081
left).		95,110,140,1.1578947368421053,-0.06799294887937557
letter?		86,100,130,1.1627906976744187,-0.05208220659816121
life.		457,710,2736,1.5536105032822758,1.4398155308515572
line.		225,287,547,1.2755555555555556,0.27888136963909327
list.		60,60,60,1.0,0.0
long.		82,92,114,1.1219512195121952,-0.019644104182293454
machine?		62,63,65,1.0161290322580645,-7.721784516787622E-4
mark-up.		87,93,107,1.0689655172413792,0.007850357357472859
matter		50,50,50,1.0,0.0
matter.		190,277,545,1.4578947368421054,-0.15794803844115357
me		101,102,104,1.00990099009901,-2.9216666570563987E-4
me.		360,415,585,1.1527777777777777,0.08074194927859613
me?		97,97,97,1.0,0.0
mean?		53,53,53,1.0,0.0
minutia		46,46,46,1.0,0.0
month?		75,82,98,1.0933333333333333,-2.5582655826550393E-4
moved.		116,133,169,1.146551724137931,-0.043904164394338974
negotiated		45,45,45,1.0,0.0
night.		624,1683,17719,2.6971153846153846,3.2537920126473585
night?		74,82,100,1.1081081081081081,-0.008391384132979463
no?		109,126,174,1.1559633027522935,0.044701223642390264
not.		80,95,139,1.1875,0.05300164473684221
now.		50,51,53,1.02,-0.0011843137254901048
office.mpg		165,262,632,1.587878787878788,-0.10914530453739335
ok		51,51,51,1.0,0.0
on.		54,54,54,1.0,0.0
ondetails.		76,82,100,1.0789473684210527,0.05538477129923636
opinion.		139,186,368,1.3381294964028776,0.18790407451249513
out		53,53,53,1.0,0.0
p.m.		63,66,72,1.0476190476190477,-0.006596578025149569
pages		57,58,60,1.0175438596491229,-9.127476889441155E-4
patience.		174,202,296,1.160919540229885,0.11761235576589746
penalties		53,53,53,1.0,0.0
person		53,53,53,1.0,0.0
phone.		62,68,84,1.096774193548387,0.03238048601334409
place.		50,51,53,1.02,-0.0011843137254901048
point.		77,80,86,1.0389610389610389,-0.0044400404790012615
pool.		61,61,61,1.0,0.0
possible,		143,207,459,1.4475524475524475,0.12198321593274475
possible..		1050,1802,8686,1.7161904761904763,1.8748900274575235
price.		59,62,70,1.0508474576271187,0.024751878863137122
problem		101,104,110,1.0297029702970297,-0.002595899346218067
questions.		772,1227,6003,1.589378238341969,2.3662973533822895
quick)		735,1262,4684,1.7170068027210885,0.7634565776028492
rankings		74,77,83,1.0405405405405406,-0.004802538586322402
reasons.		141,169,257,1.198581560283688,0.08411230251951762
records.		68,69,71,1.0147058823529411,-6.425204352840108E-4
refine.		57,59,63,1.0350877192982457,-0.0036099764725523453
regards		286,366,620,1.2797202797202798,0.05630507671090035
reputation		49,49,49,1.0,0.0
request		44,44,44,1.0,0.0
reserved.		172,235,593,1.3662790697674418,0.6566857588345629
rest.		362,581,2501,1.6049723756906078,1.7287108333388939
reversed		55,56,58,1.018181818181818,-9.799291617469397E-4
roof.		91,103,131,1.1318681318681318,-0.009280807744479924
room.		150,187,351,1.2466666666666666,0.3228275698158052
routine?		378,685,4417,1.812169312169312,3.1642175665135537
says		49,49,49,1.0,0.0
schedule.		51,52,54,1.0196078431372548,-0.001138615325466219
schedule?		118,134,170,1.1355932203389831,-0.020915245661951687
season.		57,59,63,1.0350877192982457,-0.0036099764725523453
side.		66,71,85,1.0757575757575757,0.039928736791733144
something.		89,108,154,1.2134831460674158,-0.0466154198637474
soon!		49,49,49,1.0,0.0
specs?		52,55,63,1.0576923076923077,0.02674152770306626
suppliers.		215,259,381,1.2046511627906977,0.0198580470294909
sure		46,46,46,1.0,0.0
sure.		127,152,234,1.1968503937007875,0.10702281930879631
swap		61,62,64,1.0163934426229508,-7.975656908045803E-4
sweet.		45,46,48,1.0222222222222221,-0.0014600107353728298
syndication.		193,280,864,1.450777202072539,0.9809597956608616
telephones?		102,117,153,1.1470588235294117,-0.008051636944370388
thanks		47,47,47,1.0,0.0
thanks.		73,74,76,1.0136986301369864,-5.578857145756011E-4
theater-thanks		57,59,63,1.0350877192982457,-0.0036099764725523453
them		103,103,103,1.0,0.0
them.		64,65,67,1.015625,-7.249098557693401E-4
them?		59,60,62,1.0169491525423728,-8.522455233168635E-4
there.		85,92,110,1.0823529411764705,0.024164284639687228
these		61,64,70,1.0491803278688525,-0.007029360386992867
think.		101,114,146,1.1287128712871286,0.006709008576730735
think?		55,55,55,1.0,0.0
this.		73,77,87,1.0547945205479452,0.017278649292160386
though.		210,232,292,1.1047619047619048,0.0381218234420202
thoughts.		79,83,91,1.0506329113924051,-0.0074439723322066165
thru		48,48,48,1.0,0.0
time		44,44,44,1.0,0.0
time.		136,139,145,1.0220588235294117,-0.0014387711284258309
to.		128,132,140,1.03125,-0.0028705018939394478
today.		83,86,92,1.036144578313253,-0.0038281453074839877
today?		48,49,51,1.0208333333333333,-0.0012843679138319075
together.		71,74,80,1.0422535211267605,-0.005211321220049525
tomorrow.		56,56,56,1.0,0.0
tonight.		59,60,62,1.0169491525423728,-8.522455233168635E-4
too!!		81,86,96,1.0617283950617284,-0.010988115112911867
too.		131,156,238,1.1908396946564885,0.10754184727146665
transport.		73,75,79,1.0273972602739727,-0.0022117970851320834
trick.		62,62,62,1.0,0.0
under		55,55,55,1.0,0.0
unfolds.		462,884,5422,1.9134199134199135,2.472308397824059
up.		267,394,1206,1.4756554307116105,0.8833547553950876
us.		79,84,100,1.0632911392405062,0.059888143688816786
vacation		67,71,79,1.0597014925373134,-0.010291196947781467
vacation.		80,85,99,1.0625,0.03579963235294126
volume		58,58,58,1.0,0.0
volumes.		67,80,112,1.1940298507462686,-0.02570728447315651
wait		40,41,43,1.025,-0.001844512195121828
week-end.		68,71,77,1.0441176470588236,-0.005674618646132945
week.		204,219,263,1.0735294117647058,0.04844784408525715
weeks.		52,52,52,1.0,0.0
well.		51,51,51,1.0,0.0
wishes.		60,60,60,1.0,0.0
work.		220,244,302,1.1090909090909091,0.007622273404687574
work?		199,265,1153,1.3316582914572865,2.577629591019476
works		45,45,45,1.0,0.0
wrap.		96,114,192,1.1875,0.2740542763157894
wrong.		77,91,131,1.1818181818181819,0.04286622468440626
x31914		142,175,261,1.232394366197183,-0.02736730240598506
x31991		67,70,78,1.044776119402985,0.02272857461095401
x33278		252,301,427,1.1944444444444444,-0.008092879701406597
you		219,256,352,1.1689497716894977,0.008556431267071396
you.		828,953,1403,1.1509661835748792,0.14746991876865123
